0.32,0.23,0.10,-1.23
0.00,0.23,0.10,-1.23
0.29,0.23,-0.03,-1.49
0.00,0.23,-0.03,-1.49
0.41,-0.16,-0.03,-1.36
0.00,-0.16,-0.03,-1.36
0.13,-0.03,-0.03,-1.36
0.00,-0.03,-0.03,-1.36
0.26,0.23,-0.03,-1.36
0.00,0.23,-0.03,-1.36
0.29,-0.03,-0.03,-1.23
0.00,-0.03,-0.03,-1.23
0.13,-0.03,0.10,-1.23
0.00,-0.03,0.10,-1.23
0.29,-0.03,-0.16,-1.36
0.00,-0.03,-0.16,-1.36
0.32,0.10,0.10,-1.23
0.00,0.10,0.10,-1.23
0.22,0.23,0.23,-1.36
0.00,0.23,0.23,-1.36
0.32,0.10,-0.03,-1.23
0.00,0.10,-0.03,-1.23
0.13,0.10,0.10,-1.23
0.00,0.10,0.10,-1.23
0.18,-0.03,0.10,-1.36
0.00,-0.03,0.10,-1.36
0.32,0.23,-0.03,-1.23
0.00,0.23,-0.03,-1.23
0.26,-0.03,-0.03,-1.23
0.00,-0.03,-0.03,-1.23
